object_id,url,標題,價格(元/月),押金(元),管理費(元),地址,行政區,路段,緯度,經度,格局,房,廳,衛,廚,陽台,可住人數,房型,建物型態,坪數,樓層,總樓層,最短租期(月),刊登日,出租方類型,特色標籤,家具家電,車位,租金含,租客條件,照片數,照片URL
utn6gyuubcsuytlp,https://www.dd-room.com/object/utn6gyuubcsuytlp,2.兆基社會住宅🏠友善屋源🧡文化大學凱旋苑獨立套房雙床房,8000,0,800,臺北市士林區凱旋路,士林區,凱旋路,25.1362122,121.5444527,1房1衛1陽台,1,0,1,0,1,2.0,獨立套房,apt,5.2,3,5,12,2026-07-16,broker,可報稅、有陽台、可入籍、社會住宅、免仲介費、租金補貼,床、桌子、椅子、沙發、衣櫃、冷氣、洗衣機、冰箱、電視、熱水器,未提供,未提供,未提供,9,https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/855a458082bf1446c2484510b7444d5a_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/fc578abebaa20e5401bd270cd27d1e7b_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/ef4db59e695bd32d6c3cfbbd1461d443_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/74620648d3c585e6786281ff53ed9d69_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/9041bc3a8dbc6c5c7b3250bb6822b8fe_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/44d169b31765a6109c7aa631126a409c_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/61a43d79fcb79ee3d99ca94ecf21364e_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/86b7ee16a8fee165c954ddd2bd7fda63_766x510.jpg | https://static.dd-room.com/images/object/u/t/n/utn6gyuubcsuytlp/cover/1f43ff8644a18203fc042bbd312fd136_766x510.jpg
gyq7sumtrugejxqo,https://www.dd-room.com/object/gyq7sumtrugejxqo,兆基社會住宅🏠友善屋源🧡貴陽街市場內可租補/陽台大1房,20000,40000,0,臺北市萬華區貴陽街二段,萬華區,貴陽街二段,25.0393921,121.5063921,1房1廳1衛1陽台,1,1,1,0,1,1.0,整層,apt,24.8,3,5,12,2026-07-16,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼,床、桌子、椅子、衣櫃、冷氣、洗衣機、熱水器、天然瓦斯,未提供,未提供,未提供,8,https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/ad723f9b8d10d489f8b22fe1a97da6ee_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/b069bd2d54b3229686a991ada7593f91_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/a0a6d757c6d11896145a7eb0b6e68e6a_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/38f1a588429327b477b423d289339b52_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/05a159156be18fe20b0e9e7dce8c567a_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/e8b08eba2ba8787ce19b4f9a53ee88d4_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/e26cbdd86d5695fd8057f4d086f847f6_766x510.jpg | https://static.dd-room.com/images/object/g/y/q/gyq7sumtrugejxqo/cover/ef23aa894dfc19facc43195138b34043_766x510.jpg
mjkluzdinao5uxh5,https://www.dd-room.com/object/mjkluzdinao5uxh5,近士東國小士東市場高島屋可租金補助,43000,86000,1800,臺北市士林區士東路,士林區,士東路,25.1129284,121.5352283,3房2廳2衛1廚1陽台,3,2,2,1,1,3.0,整層,elevator,36.7,2,7,12,2026-07-16,broker,可開伙、對外窗、保全設施、包裹代收、社會住宅、有電梯、水泥隔間、電費照台電、水費照台水、可報稅、有陽台、租金補貼、可入籍,床、桌子、椅子、衣櫃、鞋櫃、櫃子、冷氣、流理台、熱水器、天然瓦斯、排油煙機、瓦斯爐,未提供,未提供,未提供,15,https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/0862db214b90427f8e34114de284f74a_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/910c34a1a01ddf9c247f5e00046339b7_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/4f786315f87d64f4d35188ae50e80ab5_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/7888908e7a0c107c91d9178c0f7bb652_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/059c498f75c3ca2fdec98533d68315aa_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/0c18a0b8f2f005ee78ffd1234b5c9f95_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/fd340feefa0fd13e853319bfd7be313d_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/8d60931b78506f5764688e73c2df2d73_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/1f5f304bfb098f48c039ece96bf05b9c_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/b4e8bfe4de5176296d93843dae3888ae_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/55a9b677c14d8619df22c9e2296634ea_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/ec5dc7712397c369299a23dbf1663487_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/ca9414911c03e4170569d9e432d29468_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/09baafcf57938a6d93a90006364277eb_766x510.jpg | https://static.dd-room.com/images/object/m/j/k/mjkluzdinao5uxh5/cover/816aaaf493599aceb1b2b0c6f0bd931a_766x510.jpg
jdmutgf4bxur6woc,https://www.dd-room.com/object/jdmutgf4bxur6woc,兆基社會住宅🏠友善屋源🧡文山區.全室油漆.低樓層.優質三,30000,60000,0,臺北市文山區興隆路四段,文山區,興隆路四段,24.989967,121.5595526,3房2廳1衛1陽台,3,2,1,0,1,3.0,整層,apt,28.6,2,4,12,2026-07-16,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費、有陽台、租金補貼、可開伙,衣櫃、冷氣、洗衣機、冰箱、電視、熱水器,未提供,未提供,未提供,15,https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/7f16bcd834745537671c8a534906f771_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/9c676490716451307af4b314bc4a546d_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/51dcdd135da403845f4b09240d1c5fcb_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/466d7354dd31da1f55aa0cd9f192f4a7_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/7d7aa91197cfd46e8cf456613b5e7ba2_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/560c8a3c5b2afd0f9ff18a6f2328a5d1_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/34f7c7b02879da7515a12f9cd1086501_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/38375b73f70e66f35565455f06f4a643_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/3a642774968a26de2b892eceb2cbdca4_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/74a2a2ffd9df6b13aa3abcb09f7c2189_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/465d1d6850d6c8cce079ab64795feba2_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/f9aca720ad3715394ce24e18d07096c9_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/036ac1f52ad76c3f7bfd103bed5f28db_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/e2836042b9c7eaab904de265239e8df4_766x510.jpg | https://static.dd-room.com/images/object/j/d/m/jdmutgf4bxur6woc/cover/65d83ecd5a2fdb431f761a10df14cc3e_766x510.jpg
uxv8i1qp3umfzmph,https://www.dd-room.com/object/uxv8i1qp3umfzmph,兆基社會住宅🏠中正紀念堂/大露臺可寵/可租補入籍,39000,78000,1500,臺北市中正區金華街,中正區,金華街,25.0307433,121.5230236,2房2廳2衛1陽台,2,2,2,0,1,2.0,整層,elevator,39.0,8,9,12,2026-07-16,broker,可無火煮食、可養貓、可報稅、有電梯、可入籍、社會住宅、免仲介費、有陽台、租金補貼、可開伙,床、桌子、椅子、沙發、衣櫃、冷氣、洗衣機、冰箱、熱水器、天然瓦斯,未提供,未提供,未提供,8,https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/0d41858a7d4076b75e185f6b3c413f3d_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/4fe739cd28305077f088fe38d825173f_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/d1b96ce4b3f4ab355e279a8b2d914883_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/66b448869a2789670f8695d419cf62d4_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/4fe85e58e1778be70679d7b0c59b04dd_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/5d1f60d0b1a6148e949eaf1e275ff13f_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/9fd55fa9b389969486f927b10c85f802_766x510.jpg | https://static.dd-room.com/images/object/u/x/v/uxv8i1qp3umfzmph/cover/d79bca522c67e91a52a7b8806e42cfb2_766x510.jpg
u8bchuvq9pfznuwl,https://www.dd-room.com/object/u8bchuvq9pfznuwl,兆基社會住宅🏠友善屋源🧡台北晶麒/精美一房一廳/可寵/可,39000,78000,2620,臺北市萬華區康定路,萬華區,康定路,25.0368274,121.5015066,1房1廳1衛1陽台,1,1,1,0,1,1.0,整層,elevator,14.9,13,26,12,2026-07-16,broker,可無火煮食、可養貓、可報稅、有電梯、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼,沙發、衣櫃、冷氣、洗衣機、冰箱、電視、熱水器、天然瓦斯,有汽車車位,未提供,未提供,11,https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/87b491892bb6c0a01e9f3d97644aee4f_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/4f993e87d34852b50c5c3620aef4cc66_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/f96ec85cfe31c1b4164df9fbe7b45320_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/ac589010e00723c9ab06cf4f7ef3063f_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/a6854d8f8b6c18f2edd63aa2de0cf2a7_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/47777982b89203172a05810a8921b940_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/a6f0442116b5babd2fe89a7d1e7cf724_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/6d41a0947025f6643b592a3745c7b371_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/1ab50ae1c7a87110de33bd2c8ecfc8f4_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/fdb2825ab3186bd370b629da0b09780a_766x510.jpg | https://static.dd-room.com/images/object/u/8/b/u8bchuvq9pfznuwl/cover/bf82f84fc60ecd3e9d2af56cee54456e_766x510.jpg
ujrbx9jvwkybfr7q,https://www.dd-room.com/object/ujrbx9jvwkybfr7q,兆基社會住宅🏠友善屋源🧡龍山寺站/寵可談/免爬高/可租補,23000,46000,0,臺北市萬華區環河南路二段,萬華區,環河南路二段,25.036949,121.4957855,2房1廳1衛1陽台,2,1,1,0,1,2.0,整層,apt,19.6,2,5,12,2026-07-16,broker,可無火煮食、可報稅、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼,衣櫃、冷氣、洗衣機、熱水器,未提供,未提供,未提供,7,https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/6a8e9febcefae3c024a77582b4df135e_766x510.jpg | https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/7f9506b677da0ffefdf0949947d0912a_766x510.jpg | https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/c850b5bb62a84f539c7cc12ccdf53884_766x510.jpg | https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/f2a8ff5f816d027670315448c7780051_766x510.jpg | https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/e5c01ab92e1cad56f2572e3824a651db_766x510.jpg | https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/42235fb8e8df9e52d7b01731a9901e06_766x510.jpg | https://static.dd-room.com/images/object/u/j/r/ujrbx9jvwkybfr7q/cover/61992e1685838e6fcddcc449ae6aa1fd_766x510.jpg
xjalylqk8txlyfua,https://www.dd-room.com/object/xjalylqk8txlyfua,兆基社會住宅🏠近螢橋國中/台師大商圈/可租補,35000,70000,0,臺北市中正區水源路,中正區,水源路,25.0240425,121.5147413,2房1廳1衛1陽台,2,1,1,0,1,2.0,整層,elevator,18.0,8,13,12,2026-07-16,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼,椅子、沙發、衣櫃、冷氣、冰箱、熱水器、天然瓦斯,未提供,未提供,未提供,9,https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/c5303b89e0326ef214a42947d5c62f40_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/c4a2320bf99e946e58b1b6ebeb187f46_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/bf0e7ad6d5a2668070fd7d07ed1dba80_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/257eb5b0039b74694f29b99eab018685_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/5be8934826c18b55605dec1bf0444095_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/7c7dde34fd5f429002644bc9c39ffd6e_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/023b4d3a4b78d71b142623c932e38e15_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/a6eaf5eaecaa2b7674e3482399448aaa_766x510.jpg | https://static.dd-room.com/images/object/x/j/a/xjalylqk8txlyfua/cover/5e151ab0e4e532517acf24e67b0663cb_766x510.jpg
iwjhw7w7ra2y0ukd,https://www.dd-room.com/object/iwjhw7w7ra2y0ukd,兆基社會住宅🏠友善屋源🧡捷運中山站/可租補入籍/晶華酒店,32000,64000,1820,臺北市中山區新生北路二段,中山區,新生北路二段,25.0297486,121.5327247,2房2廳1衛2陽台,2,2,1,0,2,2.0,整層,elevator,22.0,14,15,12,2026-07-16,broker,可無火煮食、可報稅、有電梯、可入籍、社會住宅、免仲介費、有陽台、可開伙、租金補貼,床、桌子、椅子、衣櫃、冷氣、洗衣機、冰箱、電視、熱水器、天然瓦斯,未提供,未提供,未提供,5,https://static.dd-room.com/images/object/i/w/j/iwjhw7w7ra2y0ukd/cover/8d88776ab3c30c02381730ab88986aff_766x510.jpg | https://static.dd-room.com/images/object/i/w/j/iwjhw7w7ra2y0ukd/cover/733d569942df0917ce6734e4b8833437_766x510.jpg | https://static.dd-room.com/images/object/i/w/j/iwjhw7w7ra2y0ukd/cover/c7d1eee5bd59d4253c7412234542858c_766x510.jpg | https://static.dd-room.com/images/object/i/w/j/iwjhw7w7ra2y0ukd/cover/7db34ff9177583b2d6ff31feb53c5443_766x510.jpg | https://static.dd-room.com/images/object/i/w/j/iwjhw7w7ra2y0ukd/cover/90786ba9b0157773064ce4b1ef2360ef_766x510.jpg
ukmdxw42htpdcs4g,https://www.dd-room.com/object/ukmdxw42htpdcs4g,捷運後山埤4分【超值租案】免爬梯★乾溼分離★衛浴開窗,16499,32998,0,臺北市南港區玉成街,南港區,玉成街,25.0502987,121.5817854,1房1衛,1,0,1,0,0,2.0,獨立套房,apt,4.0,1,4,12,2026-07-16,broker,未提供,未提供,未提供,未提供,未提供,5,https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41067/medium/29596871-dae2-4334-9eb8-13e76c166097.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41067/medium/a1b25961-eea4-47bf-8ac3-4d2bd49e3667.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41067/medium/f221cebd-4add-48cf-9df2-c491ee3be5d3.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41067/medium/901f9eb3-987d-40c6-87d1-06d87d5e4095.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/41067/medium/912b2f66-cb6e-419a-88e7-59b4da2f4e9f.jpg
vujxzvynugadarsx,https://www.dd-room.com/object/vujxzvynugadarsx,溝子口考試院  設備齊全 二樓免爬高 拎包入住,21999,44000,0,臺北市文山區木柵路一段,文山區,木柵路一段,24.9886465,121.5571187,4房1廳2衛1廚1陽台,4,1,2,1,1,4.0,整層,apt,20.0,2,4,12,2026-07-16,broker,可開伙、對外窗、可養其他寵物、可報稅、可入籍、可養狗、電費照台電、租金補貼、有陽台、可養貓,床、桌子、椅子、沙發、衣櫃、鞋櫃、櫃子、冷氣、洗衣機、冰箱、流理台、熱水器、排油煙機、瓦斯爐,未提供,未提供,未提供,13,https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/c719882191bd760474986a3317d9625b_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/09a113f20b2da4b488aae363045a510d_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/cfae48b1310b220a0574f1a3031b23f8_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/3b93effe00ac170c585a321e1b780495_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/ef9eedcc66180da406a94e9ddb82dce0_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/726ee0e4cfae1ba69e83e892ed9234f9_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/253dbb10165dad7caefe3018ae952ec5_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/206ecfc54b3c3c8836ab73015823e5c1_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/c17f5da38db962bde2032972b4d11fba_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/818142649cbb38fb3019b83b3abbddeb_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/276a25d4640286dca1aa6ff4f4e94e51_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/63a814bc2c8dc283e62fc4c6bfbd04ce_766x510.jpg | https://static.dd-room.com/images/object/v/u/j/vujxzvynugadarsx/cover/5f9fa3e13c6673b1fdd3af3b67d5d7d4_766x510.jpg
iaiqz70qt3cx9uqp,https://www.dd-room.com/object/iaiqz70qt3cx9uqp,優質地段🍧可入籍🍧無法租補特惠價,18000,36000,0,臺北市文山區木柵路一段154,文山區,木柵路一段,24.9977825,121.5741323,3房2廳1衛1廚1陽台,3,2,1,1,1,3.0,整層,apt,25.0,4,4,12,2026-07-16,broker,可養貓、可開伙、對外窗、氣密窗、有電梯、可報稅、有陽台、可養狗、可養其他寵物、可入籍、電費照台電、租金補貼,床、桌子、椅子、沙發、衣櫃、鞋櫃、櫃子、冷氣、洗衣機、冰箱、熱水器,未提供,未提供,未提供,12,https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/b89da589dbcf212f4721a3ada7ee33eb_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/baa5a062379458d2287e0ee3c05b6d35_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/821588e9572f094dbae7fd43830902b5_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/7d4760ff32f3fd425f58ce1e4162ba06_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/d5cd8c42f90656e6afb48271bb768aa5_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/875a3b280e2b41a9e158468cf26cfdcf_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/fc4584c6881f18591f88424620317437_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/69b14abae3d5112e70f94c286c26f83a_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/dfef3415dffcaaef700310e9c547b4fd_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/f6e1e9ca179ca2ecba9f09c5b553ccf5_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/ed9d0ec505d52c5f622f2a79cb8afb47_766x510.jpg | https://static.dd-room.com/images/object/i/a/i/iaiqz70qt3cx9uqp/cover/43ce625c3be3b6bef85c525f1fc0a8b2_766x510.jpg
o0vi43detjdvqdf1,https://www.dd-room.com/object/o0vi43detjdvqdf1,捷運大安3分【豪邸3房2衛】報稅洽★新裝潢★含車位,128000,256000,11905,臺北市大安區大安路一段,大安區,大安路一段,25.0432575,121.5461836,3房2廳2衛2陽台,3,2,2,0,2,3.0,整層,elevator,41.0,3,12,12,2026-07-15,broker,可開伙、有電梯、有陽台,未提供,未提供,未提供,未提供,15,https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/2cf88230-e050-4005-a078-630e9512eafa.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/40fd1957-146c-40ef-87ef-547a2ef64010.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/f8566e30-3854-467a-9e44-84625dfbb7fd.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/f6875458-8220-4af6-8f72-186942997c42.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/9f19bd99-5e9b-45e5-b883-8c665e9177e0.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/ea95498f-ddf3-4062-b8e5-b035c51e9f63.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/fdf1c572-b34c-45fc-b10c-ffd795111485.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/ddd8598c-da2d-4c11-91ff-81863c547d20.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/b4fc3e4c-f422-46fc-9a4c-ae42bb542280.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/5f0dd85e-1e39-42d2-980f-6b584e76d12a.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/2d635295-eb19-4a42-993c-bab9891a59c2.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/3f6e0745-bafe-48b0-96be-fa76e310467d.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/d92535d2-55d5-4241-9bd7-b2ca9743b411.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/351ba11d-1360-470d-863c-c886921d78fc.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43346/medium/1b5a540f-72d0-448b-ae46-83fcb8f0d78e.jpg
6nvciasndqund7lr,https://www.dd-room.com/object/6nvciasndqund7lr,天母運動公園【超值3房2廳】可補助★養寵物★垃圾代收,31999,63998,333,臺北市士林區天母東路,士林區,天母東路,25.118193,121.5367728,3房2廳1衛1陽台,3,2,1,0,1,3.0,整層,apt,28.0,-1,7,12,2026-07-15,broker,可開伙、垃圾代收、有陽台、租金補貼,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌子、椅子,未提供,未提供,未提供,11,https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/af19aea7-7685-405b-9827-9bfe8ad7be8b.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/2f79ea98-c8be-4c98-9749-8793ced27b8c.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/c7d8b852-59e7-4454-8255-23d47f809ef1.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/638236bb-3a34-4fb0-aa88-7cab442c1afe.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/9d734424-4959-47b7-83ca-17a62ab9c4cd.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/c53bebcc-87ba-4b64-905c-5e8a3a0e8dc8.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/a574e7fc-0d1d-46ed-836d-0a8b48d4735f.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/80764b15-e096-4d7b-bf9c-d1d643395945.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/4ce42a5f-259c-496f-a241-6582cc18a52a.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/ce2328d8-eeab-439d-90a8-1cf3be6bff65.jpg | https://renco-rentals-prod.s3.ap-northeast-1.amazonaws.com/43331/medium/21284807-6f0a-4a99-9913-df72fcf43c14.jpg
